UNIPROT_ID,roc_auc,pr_auc,pauc10,ef1,ef5,nef1,nef5,bedroc,r_precision,recall10,hit1,hit5,hit10,n_actives,n_total,active_ratio
O43781,0.08522727272727271,0.029481079265562028,0.47368421052631576,0.0,0.0,0.0,0.0,3.386114855954096e-08,0.0,0.0,0.0,0.0,0.0,4,92,0.043478260869565216
O60285,0.5803402646502835,0.3239247921761128,0.5187875169966504,0.0,1.6,0.0,0.4,0.320532181047594,0.34782608695652173,0.17391304347826086,0.0,1.0,1.0,23,92,0.25
O60307,,,,,,,,,,,,,,0,48,0.0
O60674,0.6531808035714286,0.39521383180191133,0.490718984962406,0.0,0.6571428571428571,0.0,0.2,0.26463205819404206,0.42857142857142855,0.10714285714285714,0.0,1.0,1.0,28,92,0.30434782608695654
O75116,0.6853932584269663,0.1163572343149808,0.511137394046915,0.0,0.0,0.0,0.0,0.1354245616662145,0.0,0.3333333333333333,0.0,0.0,1.0,3,92,0.03260869565217391
O75385,0.5438988095238095,0.12062542720437458,0.5159774436090225,0.0,2.3000000000000003,0.0,0.2,0.1268577390398995,0.125,0.125,0.0,1.0,1.0,8,92,0.08695652173913043
O75460,0.28838951310861427,0.02928876678876679,0.47368421052631576,0.0,0.0,0.0,0.0,1.5040415428183205e-05,0.0,0.0,0.0,0.0,0.0,3,92,0.03260869565217391
O75582,0.42528735632183917,0.13520782465909903,0.5874168179068361,0.0,3.68,0.0,0.19999999999999998,0.2335631424973385,0.2,0.4,0.0,1.0,1.0,5,92,0.05434782608695652
O75676,0.7984496124031008,0.3671706989247312,0.63484292125663,15.333333333333334,6.133333333333334,1.0,0.4,0.4316148581920522,0.3333333333333333,0.5,1.0,1.0,1.0,6,92,0.06521739130434782
O75716,0.49702380952380953,0.2138512947780189,0.5394736842105263,11.5,2.3000000000000003,1.0,0.2,0.2587842292625182,0.125,0.125,1.0,1.0,1.0,8,92,0.08695652173913043
O75914,0.3516483516483516,0.016666666666666666,0.47368421052631576,0.0,0.0,0.0,0.0,2.6871220383000684e-06,0.0,0.0,0.0,0.0,0.0,1,92,0.010869565217391304
O94804,0.6799665178571429,0.5066748419463333,0.5623825187969925,3.2857142857142856,1.9714285714285713,1.0,0.6,0.6077076087815328,0.5,0.21428571428571427,1.0,1.0,1.0,28,92,0.30434782608695654
O94806,0.5185185185185186,0.15330648105841452,0.4984937090200248,0.0,1.6727272727272728,0.0,0.2,0.12950301424064264,0.18181818181818182,0.18181818181818182,0.0,1.0,1.0,11,92,0.11956521739130435
O94921,0.6104868913857677,0.06420852725619215,0.47368421052631576,0.0,0.0,0.0,0.0,0.03792053656453457,0.0,0.0,0.0,0.0,0.0,3,92,0.03260869565217391
O95382,,,,,,,,,,,,,,0,92,0.0
O95747,0.28888888888888886,0.02348901098901099,0.47368421052631576,0.0,0.0,0.0,0.0,0.00011522538355003274,0.0,0.0,0.0,0.0,0.0,2,92,0.021739130434782608
O95819,0.5595238095238095,0.2021075027744166,0.4852515905147484,0.0,0.0,0.0,0.0,0.13335159469311514,0.2857142857142857,0.21428571428571427,0.0,0.0,1.0,14,92,0.15217391304347827
O95835,0.6285714285714286,0.14895865668374136,0.5046439628482973,0.0,0.0,0.0,0.0,0.13697127687953917,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,7,92,0.07608695652173914
O96013,0.4739495798319327,0.083179884142966,0.47368421052631576,0.0,0.0,0.0,0.0,0.029061644029845648,0.0,0.0,0.0,0.0,0.0,7,92,0.07608695652173914
O96017,0.3645833333333333,0.1804935229771162,0.5175438596491228,7.666666666666667,1.5333333333333334,1.0,0.2,0.21167996834121133,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,12,92,0.13043478260869565
P00519,0.5428344791115811,0.3776713232048825,0.502630187313869,0.0,1.1870967741935485,0.0,0.4,0.33484638408548273,0.3870967741935484,0.12903225806451613,0.0,1.0,1.0,31,92,0.33695652173913043
P00533,0.6284965034965035,0.38273517681070096,0.5178505704821494,0.0,1.4153846153846155,0.0,0.39999999999999997,0.4133690675054537,0.34615384615384615,0.15384615384615385,0.0,1.0,1.0,26,92,0.2826086956521739
P04049,0.6784426820475847,0.3932880653890852,0.5541304595302242,4.842105263157895,1.936842105263158,1.0,0.4,0.4634165809743758,0.3157894736842105,0.21052631578947367,1.0,1.0,1.0,19,92,0.20652173913043478
P04626,0.4272727272727273,0.2101941374584343,0.48735475051264526,0.0,0.8363636363636364,0.0,0.2,0.10646054316965173,0.045454545454545456,0.045454545454545456,0.0,1.0,1.0,22,92,0.2391304347826087
P04629,0.482897384305835,0.3221444439921241,0.5644039676656429,0.0,1.7523809523809526,0.0,0.4,0.4681745364158428,0.3333333333333333,0.23809523809523808,0.0,1.0,1.0,21,92,0.22826086956521738
P05129,0.6109756097560975,0.24710263739345034,0.5635430038510911,0.0,3.68,0.0,0.39999999999999997,0.32514677621337523,0.3,0.3,0.0,1.0,1.0,10,92,0.10869565217391304
P05771,0.7098214285714286,0.18476530564378862,0.5269423558897243,0.0,2.3000000000000003,0.0,0.2,0.1662480223101543,0.25,0.25,0.0,1.0,1.0,8,92,0.08695652173913043
P06213,0.5068159688412853,0.14610916530387968,0.47368421052631576,0.0,0.0,0.0,0.0,0.02895840628539209,0.07692307692307693,0.0,0.0,0.0,0.0,13,92,0.14130434782608695
P06239,0.5463137996219282,0.5636498592333262,0.5149736344642324,2.0,1.2,1.0,0.6,0.5929106823672258,0.5434782608695652,0.13043478260869565,1.0,1.0,1.0,46,92,0.5
P06241,0.5335801163405606,0.3869282160159484,0.5137632553090818,0.0,1.7806451612903225,0.0,0.6,0.4203389009872391,0.3548387096774194,0.12903225806451613,0.0,1.0,1.0,31,92,0.33695652173913043
P06493,0.6560077519379846,0.10893620432627525,0.5002039983680131,0.0,0.0,0.0,0.0,0.07446245804673181,0.0,0.16666666666666666,0.0,0.0,1.0,6,92,0.06521739130434782
P07332,0.6215686274509805,0.32251550293234643,0.5541795665634675,0.0,3.2470588235294118,0.0,0.6,0.4085362683568881,0.17647058823529413,0.17647058823529413,0.0,1.0,1.0,17,92,0.18478260869565216
P07333,0.6901719901719903,0.6252927399522314,0.5771369455579982,2.4864864864864864,1.4918918918918918,1.0,0.6,0.7359133322418632,0.5945945945945946,0.1891891891891892,1.0,1.0,1.0,37,92,0.40217391304347827
P07947,0.4979949874686717,0.446383531090127,0.5311964120828386,2.6285714285714286,2.1028571428571428,1.0,0.7999999999999999,0.5932956686712614,0.37142857142857144,0.11428571428571428,1.0,1.0,1.0,35,92,0.3804347826086957
P07948,0.5184310018903592,0.5606884811951732,0.5274102079395085,0.0,1.2,0.0,0.6,0.6046015443841296,0.5,0.15217391304347827,0.0,1.0,1.0,46,92,0.5
P07949,0.49066339066339065,0.45096942265330514,0.5202379412905729,2.4864864864864864,1.4918918918918918,1.0,0.6,0.545513396941356,0.40540540540540543,0.10810810810810811,1.0,1.0,1.0,37,92,0.40217391304347827
P08069,0.6677083333333333,0.265215019661103,0.5614035087719298,0.0,3.066666666666667,0.0,0.4,0.33307133075390694,0.25,0.25,0.0,1.0,1.0,12,92,0.13043478260869565
P08581,0.7054878048780489,0.336719700636849,0.6020539152759948,9.200000000000001,1.84,1.0,0.19999999999999998,0.4096764136999215,0.4,0.4,1.0,1.0,1.0,10,92,0.10869565217391304
P08631,0.5103120042305659,0.39284621860370184,0.5020735339141084,2.967741935483871,1.1870967741935485,1.0,0.4,0.3870921327925323,0.45161290322580644,0.0967741935483871,1.0,1.0,1.0,31,92,0.33695652173913043
P08922,0.5145161290322581,0.37091398323923086,0.5036785512167515,3.0666666666666664,0.6133333333333334,1.0,0.20000000000000004,0.3622128080256575,0.36666666666666664,0.1,1.0,1.0,1.0,30,92,0.32608695652173914
P09619,0.5134803921568627,0.33085295421178545,0.5175438596491228,3.8333333333333335,1.5333333333333334,1.0,0.4,0.386450697517291,0.25,0.08333333333333333,1.0,1.0,1.0,24,92,0.2608695652173913
P09769,0.6134494436381229,0.579052554194639,0.5454892674356429,2.358974358974359,0.9435897435897437,1.0,0.4,0.6511312030533765,0.5384615384615384,0.1794871794871795,1.0,1.0,1.0,39,92,0.42391304347826086
P10398,0.740953947368421,0.3593472665909976,0.555921052631579,0.0,2.3000000000000003,0.0,0.4,0.3973487577385002,0.375,0.25,0.0,1.0,1.0,16,92,0.17391304347826086
P10721,0.622971602434077,0.5027333584152989,0.5388064481691043,0.0,1.6235294117647059,0.0,0.6,0.5598431207854847,0.47058823529411764,0.17647058823529413,0.0,1.0,1.0,34,92,0.3695652173913043
P11309,0.5243445692883895,0.052924126172208014,0.47368421052631576,0.0,0.0,0.0,0.0,0.005626209441248541,0.0,0.0,0.0,0.0,0.0,3,92,0.03260869565217391
P11362,0.5061827956989247,0.38332648627583005,0.5183927560837578,3.0666666666666664,1.2266666666666668,1.0,0.4000000000000001,0.45252161929623114,0.26666666666666666,0.13333333333333333,1.0,1.0,1.0,30,92,0.32608695652173914
P11802,0.7840336134453781,0.23273551844980414,0.5709862892525431,0.0,5.257142857142857,0.0,0.4,0.27293266420499135,0.2857142857142857,0.2857142857142857,0.0,1.0,1.0,7,92,0.07608695652173914
P12931,0.5129032258064516,0.3637425553933122,0.49122807017543857,3.0666666666666664,0.6133333333333334,1.0,0.20000000000000004,0.25974124203927806,0.43333333333333335,0.03333333333333333,1.0,1.0,1.0,30,92,0.32608695652173914
P14616,0.7012195121951219,0.36701168608533563,0.6123234916559692,9.200000000000001,3.68,1.0,0.39999999999999997,0.47330721100421586,0.3,0.3,1.0,1.0,1.0,10,92,0.10869565217391304
P15056,0.8173160173160173,0.6020777675646589,0.6814764183185236,6.133333333333333,4.906666666666667,1.0,0.8000000000000002,0.7398432909513608,0.5333333333333333,0.4,1.0,1.0,1.0,15,92,0.16304347826086957
P15735,0.5885057471264368,0.08919237783089774,0.47368421052631576,0.0,0.0,0.0,0.0,0.023474031420141334,0.0,0.0,0.0,0.0,0.0,5,92,0.05434782608695652
P16234,0.7558839627805145,0.6789449841029289,0.6540201077406159,3.172413793103448,3.172413793103448,1.0,1.0,0.878282749996105,0.6206896551724138,0.27586206896551724,1.0,1.0,1.0,29,92,0.31521739130434784
P16591,0.6180392156862745,0.3083178376576978,0.5232198142414861,5.411764705882353,2.1647058823529415,1.0,0.4,0.329875401716745,0.23529411764705882,0.11764705882352941,1.0,1.0,1.0,17,92,0.18478260869565216
P17252,0.7073170731707317,0.2538412149817183,0.5622593068035944,0.0,1.84,0.0,0.19999999999999998,0.2787353153302387,0.3,0.3,0.0,1.0,1.0,10,92,0.10869565217391304
P17612,0.6574712643678161,0.24144778581398296,0.6358136721113128,0.0,7.36,0.0,0.39999999999999997,0.3714043320170785,0.4,0.4,0.0,1.0,1.0,5,92,0.05434782608695652
P17948,0.6610259122157588,0.521613258044409,0.5541206267917281,0.0,1.7806451612903225,0.0,0.6,0.5810244620173436,0.5806451612903226,0.1935483870967742,0.0,1.0,1.0,31,92,0.33695652173913043
P19525,0.6104166666666667,0.1744405369244907,0.47368421052631576,0.0,0.0,0.0,0.0,0.04187850665993806,0.08333333333333333,0.0,0.0,0.0,0.0,12,92,0.13043478260869565
P19784,0.4554621848739495,0.09444996996550802,0.5134896063688633,0.0,2.6285714285714286,0.0,0.2,0.10534871894598014,0.14285714285714285,0.14285714285714285,0.0,1.0,1.0,7,92,0.07608695652173914
P20794,0.5793103448275863,0.30409203980099503,0.6358136721113128,18.400000000000002,3.68,1.0,0.19999999999999998,0.39422746662508695,0.2,0.4,1.0,1.0,1.0,5,92,0.05434782608695652
P21127,0.5641025641025641,0.2500632911834456,0.5151339888181994,6.571428571428571,1.3142857142857143,1.0,0.2,0.2661555544483267,0.21428571428571427,0.14285714285714285,1.0,1.0,1.0,14,92,0.15217391304347827
P21709,0.34531249999999997,0.17781316563239086,0.5175438596491228,7.666666666666667,1.5333333333333334,1.0,0.2,0.21116369286753822,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,12,92,0.13043478260869565
P21802,0.5426587301587301,0.45943812491602476,0.5170217209690894,0.0,1.5333333333333332,0.0,0.6,0.5179466989093106,0.4444444444444444,0.1388888888888889,0.0,1.0,1.0,36,92,0.391304347826087
P22455,0.675645342312009,0.2271549254527978,0.5221218028235572,0.0,1.6727272727272728,0.0,0.2,0.23397289195639165,0.18181818181818182,0.18181818181818182,0.0,1.0,1.0,11,92,0.11956521739130435
P22607,0.5729166666666666,0.38165608988509286,0.5285087719298246,3.8333333333333335,1.5333333333333334,1.0,0.4,0.4599839778599995,0.4166666666666667,0.16666666666666666,1.0,1.0,1.0,24,92,0.2608695652173913
P22612,0.6443798449612403,0.2026535480023852,0.6042431660546715,0.0,3.066666666666667,0.0,0.2,0.30194552639751543,0.3333333333333333,0.5,0.0,1.0,1.0,6,92,0.06521739130434782
P22694,0.7908045977011495,0.26681598594642075,0.5958862673926195,0.0,3.68,0.0,0.19999999999999998,0.33657626794526047,0.2,0.4,0.0,1.0,1.0,5,92,0.05434782608695652
P23443,0.5602678571428572,0.18561291275368688,0.5661027568922306,0.0,4.6000000000000005,0.0,0.4,0.2746520388332499,0.25,0.25,0.0,1.0,1.0,8,92,0.08695652173913043
P23458,0.6095522388059702,0.45696197030866836,0.5685781618224666,3.68,2.9440000000000004,1.0,0.8,0.6355994480747725,0.36,0.2,1.0,1.0,1.0,25,92,0.2717391304347826
P24723,0.5672268907563025,0.11704522693898306,0.4957983193277311,0.0,0.0,0.0,0.0,0.09570287624433105,0.14285714285714285,0.14285714285714285,0.0,0.0,1.0,7,92,0.07608695652173914
P24941,0.40891472868217055,0.070639961502324,0.47368421052631576,0.0,0.0,0.0,0.0,0.013020514204949249,0.0,0.0,0.0,0.0,0.0,6,92,0.06521739130434782
P25098,,,,,,,,,,,,,,0,92,0.0
P27361,,,,,,,,,,,,,,0,92,0.0
P27448,0.7395833333333334,0.19295870974235757,0.5191102756892231,0.0,2.3000000000000003,0.0,0.2,0.16344555227961183,0.125,0.25,0.0,1.0,1.0,8,92,0.08695652173913043
P28482,,,,,,,,,,,,,,0,92,0.0
P29317,0.5657894736842105,0.2351927049743873,0.5161011080332409,0.0,1.1500000000000001,0.0,0.2,0.24431686294923669,0.25,0.1875,0.0,1.0,1.0,16,92,0.17391304347826086
P29320,0.54375,0.16850122717458377,0.5010964912280702,0.0,1.5333333333333334,0.0,0.2,0.14413063889808747,0.16666666666666666,0.08333333333333333,0.0,1.0,1.0,12,92,0.13043478260869565
P29322,0.42931547619047616,0.09258514512964978,0.50031328320802,0.0,0.0,0.0,0.0,0.08012184592530823,0.125,0.125,0.0,0.0,1.0,8,92,0.08695652173913043
P29323,0.35444078947368424,0.15211127267404606,0.4979224376731302,0.0,1.1500000000000001,0.0,0.2,0.13497416102343004,0.0625,0.0625,0.0,1.0,1.0,16,92,0.17391304347826086
P29376,0.573780487804878,0.3039157788183511,0.5789473684210527,9.200000000000001,3.68,1.0,0.39999999999999997,0.39950619349760325,0.2,0.2,1.0,1.0,1.0,10,92,0.10869565217391304
P29597,0.5337114051669817,0.3093997993587795,0.49955228335489005,0.0,0.8,0.0,0.2,0.27859351606268457,0.43478260869565216,0.08695652173913043,0.0,1.0,1.0,23,92,0.25
P30291,0.627906976744186,0.058823529411764705,0.47368421052631576,0.0,0.0,0.0,0.0,0.0006942128479937317,0.0,0.0,0.0,0.0,0.0,1,44,0.022727272727272728
P30530,0.5875251509054326,0.3440091041941283,0.5209855624977938,4.380952380952381,0.8761904761904763,1.0,0.2,0.3637009691559554,0.3333333333333333,0.19047619047619047,1.0,1.0,1.0,21,92,0.22826086956521738
P31749,0.9065934065934066,0.1,0.5083863504916136,0.0,0.0,0.0,0.0,0.14134921411750323,0.0,1.0,0.0,0.0,1.0,1,92,0.010869565217391304
P31751,0.978021978021978,0.3333333333333333,0.8843262001156738,0.0,18.400000000000002,0.0,1.0,0.647405391180682,0.0,1.0,0.0,1.0,1.0,1,92,0.010869565217391304
P32298,1.0,1.0,1.0,92.0,18.400000000000002,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1,92,0.010869565217391304
P34947,,,,,,,,,,,,,,0,92,0.0
P35557,0.6153846153846153,0.20612206293642338,0.4775400038557933,0.0,0.0,0.0,0.0,0.0893183237131249,0.21428571428571427,0.07142857142857142,0.0,0.0,1.0,14,92,0.15217391304347827
P35626,,,,,,,,,,,,,,0,92,0.0
P35916,0.5865575396825397,0.48256746454487914,0.5217209690893901,0.0,1.0222222222222221,0.0,0.4,0.5029950966262449,0.4166666666666667,0.1388888888888889,0.0,1.0,1.0,36,92,0.391304347826087
P35968,0.653799019607843,0.5245957143142261,0.6381578947368421,3.8333333333333335,3.066666666666667,1.0,0.8,0.7242901702075719,0.4583333333333333,0.2916666666666667,1.0,1.0,1.0,24,92,0.2608695652173913
P36507,0.6582278481012658,0.34296195669324525,0.6048787987495516,0.0,4.246153846153846,0.0,0.6,0.4804009842222359,0.3076923076923077,0.3076923076923077,0.0,1.0,1.0,13,92,0.14130434782608695
P36888,0.6088942307692308,0.5883551165276968,0.5652834008097166,2.3000000000000003,1.84,1.0,0.7999999999999999,0.7398891346900167,0.5,0.2,1.0,1.0,1.0,40,92,0.43478260869565216
P36894,0.0,0.010869565217391304,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,92,0.010869565217391304
P36896,0.48333333333333334,0.03125,0.47368421052631576,0.0,0.0,0.0,0.0,0.0006565375717230445,0.0,0.0,0.0,0.0,0.0,2,92,0.021739130434782608
P36897,0.7833333333333333,0.06944444444444445,0.47368421052631576,0.0,0.0,0.0,0.0,0.01749358972320726,0.0,0.0,0.0,0.0,0.0,2,92,0.021739130434782608
P37023,0.30965909090909094,0.037608744563937174,0.47368421052631576,0.0,0.0,0.0,0.0,0.0002584318593866786,0.0,0.0,0.0,0.0,0.0,4,92,0.043478260869565216
P37173,0.5795454545454546,0.13028412350701507,0.5753588516746412,0.0,4.6000000000000005,0.0,0.25,0.2187458468703846,0.25,0.25,0.0,1.0,1.0,4,92,0.043478260869565216
P41240,0.49607843137254903,0.2043171708021314,0.4984520123839009,0.0,1.0823529411764707,0.0,0.2,0.17047825058599336,0.23529411764705882,0.11764705882352941,0.0,1.0,1.0,17,92,0.18478260869565216
P41279,,,,,,,,,,,,,,0,92,0.0
P41743,,,,,,,,,,,,,,0,92,0.0
P42345,0.7722222222222223,0.5232558139534884,0.7368421052631579,46.0,9.200000000000001,1.0,0.5,0.5541948191691527,0.5,0.5,1.0,1.0,1.0,2,92,0.021739130434782608
P42679,0.41758241758241754,0.018518518518518517,0.47368421052631576,0.0,0.0,0.0,0.0,9.909688971417364e-06,0.0,0.0,0.0,0.0,0.0,1,92,0.010869565217391304
P42680,0.7034534534534534,0.4274697626329028,0.5700964122016754,5.111111111111111,2.0444444444444443,1.0,0.4,0.5263086033257564,0.3888888888888889,0.2222222222222222,1.0,1.0,1.0,18,92,0.1956521739130435
P42681,0.7393973214285714,0.6651665007067549,0.6640037593984962,3.2857142857142856,3.2857142857142856,1.0,1.0,0.8822102394449379,0.5714285714285714,0.32142857142857145,1.0,1.0,1.0,28,92,0.30434782608695654
P42684,0.5168091168091168,0.39133765685762945,0.5306642675063727,3.407407407407407,1.362962962962963,1.0,0.4,0.5053722781400828,0.3333333333333333,0.18518518518518517,1.0,1.0,1.0,27,92,0.29347826086956524
P42685,0.4691611842105263,0.24308242364186983,0.5221606648199446,5.75,1.1500000000000001,1.0,0.2,0.3007172168854427,0.25,0.125,1.0,1.0,1.0,16,92,0.17391304347826086
P43250,,,,,,,,,,,,,,0,92,0.0
P43403,,,,,,,,,,,,,,0,92,0.0
P43405,0.5,0.072201823181325,0.47368421052631576,0.0,0.0,0.0,0.0,0.0009510466494884613,0.0,0.0,0.0,0.0,0.0,6,92,0.06521739130434782
P45983,0.4692708333333333,0.15938034963987968,0.5120614035087719,0.0,1.5333333333333334,0.0,0.2,0.1778219188659742,0.08333333333333333,0.08333333333333333,0.0,1.0,1.0,12,92,0.13043478260869565
P45984,0.7303370786516854,0.13835125448028673,0.5683027794204613,0.0,0.0,0.0,0.0,0.19518282148419916,0.0,0.6666666666666666,0.0,0.0,1.0,3,92,0.03260869565217391
P45985,0.1428571428571429,0.012658227848101266,0.47368421052631576,0.0,0.0,0.0,0.0,4.067738913601334e-08,0.0,0.0,0.0,0.0,0.0,1,92,0.010869565217391304
P46734,0.5166666666666666,0.033102766798418976,0.47368421052631576,0.0,0.0,0.0,0.0,7.955898638278448e-05,0.0,0.0,0.0,0.0,0.0,2,92,0.021739130434782608
P48729,,,,,,,,,,,,,,0,92,0.0
P48730,0.26666666666666666,0.021831988609397245,0.47368421052631576,0.0,0.0,0.0,0.0,1.6289265885613188e-05,0.0,0.0,0.0,0.0,0.0,2,92,0.021739130434782608
P49137,,,,,,,,,,,,,,0,92,0.0
P49336,0.48930481283422467,0.25644530777290603,0.47368421052631576,0.0,0.0,0.0,0.0,0.052131233124049235,0.36363636363636365,0.2727272727272727,0.0,0.0,1.0,11,45,0.24444444444444444
P49674,0.6463178294573644,0.11632556937856477,0.47980416156670747,0.0,0.0,0.0,0.0,0.07385333685452233,0.0,0.16666666666666666,0.0,0.0,1.0,6,92,0.06521739130434782
P49760,0.40796857463524133,0.11090830503704191,0.4742749128714041,0.0,0.0,0.0,0.0,0.05063880618731259,0.09090909090909091,0.09090909090909091,0.0,0.0,1.0,11,92,0.11956521739130435
P49761,,,,,,,,,,,,,,0,92,0.0
P49840,0.8806818181818182,0.41180555555555554,0.6590909090909092,23.0,4.6000000000000005,1.0,0.25,0.44340258083276063,0.25,0.75,1.0,1.0,1.0,4,92,0.043478260869565216
P49841,0.5610119047619048,0.1733231973285919,0.5347744360902256,0.0,2.3000000000000003,0.0,0.2,0.23552097801668387,0.125,0.25,0.0,1.0,1.0,8,92,0.08695652173913043
P50613,0.7527777777777778,0.060798548094373864,0.47368421052631576,0.0,0.0,0.0,0.0,0.012636321587017099,0.0,0.0,0.0,0.0,0.0,2,92,0.021739130434782608
P50750,0.7955426356589147,0.41027951606174384,0.6654426764585883,15.333333333333334,6.133333333333334,1.0,0.4,0.49915499924261064,0.3333333333333333,0.5,1.0,1.0,1.0,6,92,0.06521739130434782
P51451,0.5589668615984406,0.46245257501646214,0.4818918641633323,0.0,0.4842105263157895,0.0,0.2,0.29805554095696346,0.47368421052631576,0.10526315789473684,0.0,1.0,1.0,38,92,0.41304347826086957
P51617,0.5183150183150182,0.15544937452457908,0.47368421052631576,0.0,0.0,0.0,0.0,0.0329009717530979,0.07142857142857142,0.07142857142857142,0.0,0.0,1.0,14,92,0.15217391304347827
P51812,0.5334821428571429,0.12818298202370873,0.5191102756892231,0.0,2.3000000000000003,0.0,0.2,0.15704925505596112,0.125,0.25,0.0,1.0,1.0,8,92,0.08695652173913043
P51813,0.6104910714285714,0.4265254603647979,0.5242011278195489,3.2857142857142856,1.9714285714285713,1.0,0.6,0.49077601712367763,0.35714285714285715,0.10714285714285714,1.0,1.0,1.0,28,92,0.30434782608695654
P51817,0.6574712643678161,0.31607958251793866,0.6358136721113128,18.400000000000002,3.68,1.0,0.19999999999999998,0.3950606676938311,0.2,0.4,1.0,1.0,1.0,5,92,0.05434782608695652
P51955,0.8111111111111111,0.08166666666666667,0.47368421052631576,0.0,0.0,0.0,0.0,0.0537132240719243,0.0,0.0,0.0,0.0,0.0,2,92,0.021739130434782608
P51956,,,,,,,,,,,,,,0,92,0.0
P51957,0.5833333333333334,0.10930727492823555,0.47368421052631576,0.0,0.0,0.0,0.0,0.0712025168927745,0.0,0.16666666666666666,0.0,0.0,1.0,6,92,0.06521739130434782
P52333,0.6864583333333334,0.5988135006946996,0.5696271929824561,2.875,2.875,1.0,1.0,0.7593186464769682,0.59375,0.15625,1.0,1.0,1.0,32,92,0.34782608695652173
P52564,,,,,,,,,,,,,,0,92,0.0
P53350,0.8131868131868132,0.05555555555555555,0.47368421052631576,0.0,0.0,0.0,0.0,0.02483125158639606,0.0,0.0,0.0,0.0,0.0,1,92,0.010869565217391304
P53355,0.3816091954022989,0.05948504983388704,0.47368421052631576,0.0,0.0,0.0,0.0,0.027516792450276994,0.0,0.0,0.0,0.0,0.0,5,92,0.05434782608695652
P53667,0.5346565847511027,0.32126806265835905,0.5350379730043445,0.0,1.6,0.0,0.4,0.3934047405672254,0.34782608695652173,0.17391304347826086,0.0,1.0,1.0,23,92,0.25
